,start_time,away_team,home_team,away_team_score,home_team_score,home_team_abbv,home_city,home_state,index_team,season_end_year,lat,lng,Prev_lat,Prev_lng,Dist_Km,Dist_Mi,code
89,2017-10-20 19:00:00+00:00,ATLANTA_HAWKS,CHARLOTTE_HORNETS,91,109,CHO,Charlotte,North Carolina,ATLANTA_HAWKS,2018.0,35.2079,-80.8304,32.7936,-96.7662,1491.6361956247504,932.272622265469,201710200CHO
90,2017-10-22 15:30:00+00:00,ATLANTA_HAWKS,BROOKLYN_NETS,104,116,BRK,Brooklyn,New York,ATLANTA_HAWKS,2018.0,40.6501,-73.9496,35.2079,-80.8304,854.0912674410772,533.8070421506733,201710220BRK
91,2017-10-23 19:30:00+00:00,ATLANTA_HAWKS,MIAMI_HEAT,93,104,MIA,Key Biscayne,Florida,ATLANTA_HAWKS,2018.0,25.6908,-80.1653,40.6501,-73.9496,1759.8680424572149,1099.9175265357594,201710230MIA
92,2017-10-26 20:00:00+00:00,ATLANTA_HAWKS,CHICAGO_BULLS,86,91,CHI,Chicago,Illinois,ATLANTA_HAWKS,2018.0,41.8373,-87.6862,25.6908,-80.1653,1923.3055673198633,1202.0659795749145,201710260CHI
93,2017-10-27 19:30:00+00:00,DENVER_NUGGETS,ATLANTA_HAWKS,105,100,ATL,Atlanta,Georgia,ATLANTA_HAWKS,2018.0,33.7627,-84.4225,41.8373,-87.6862,942.3265641109961,588.9541025693725,201710270ATL
94,2017-10-29 15:30:00+00:00,MILWAUKEE_BUCKS,ATLANTA_HAWKS,117,106,ATL,Atlanta,Georgia,ATLANTA_HAWKS,2018.0,33.7627,-84.4225,33.7627,-84.4225,0.0,0.0,201710290ATL
95,2017-11-01 19:00:00+00:00,ATLANTA_HAWKS,PHILADELPHIA_76ERS,109,119,PHI,Philadelphia,Pennsylvania,ATLANTA_HAWKS,2018.0,40.0077,-75.1339,33.7627,-84.4225,1078.1045159094203,673.8153224433877,201711010PHI
96,2017-11-03 19:30:00+00:00,HOUSTON_ROCKETS,ATLANTA_HAWKS,119,104,ATL,Atlanta,Georgia,ATLANTA_HAWKS,2018.0,33.7627,-84.4225,40.0077,-75.1339,1078.1045159094203,673.8153224433877,201711030ATL
97,2017-11-05 16:00:00+00:00,ATLANTA_HAWKS,CLEVELAND_CAVALIERS,117,115,CLE,Cleveland,Ohio,ATLANTA_HAWKS,2018.0,41.4767,-81.6805,33.7627,-84.4225,890.9669537316087,556.8543460822555,201711050CLE
98,2017-11-06 20:30:00+00:00,BOSTON_CELTICS,ATLANTA_HAWKS,110,107,ATL,Atlanta,Georgia,ATLANTA_HAWKS,2018.0,33.7627,-84.4225,41.4767,-81.6805,890.9669537316087,556.8543460822555,201711060ATL
