"","code","away.pace","away.efg","away.tov","away.orb","away.ftprb","away.ortg","home.pace","home.efg","home.tov","home.orb","home.ftprb","home.ortg"
"8214","201812010CLE","94.4","0.531","9.9","15.4","0.263","112.3","94.4","0.415","10","23.4","0.25","100.7"
"8215","201812010HOU","103.1","0.489","11.7","14.6","0.216","101.8","103.1","0.595","12.6","15","0.25","117.4"
"8216","201812010MIN","99.4","0.571","12.9","18.9","0.247","118.7","99.4","0.506","14.3","21.4","0.317","109.7"
"8217","201812010SAC","106.6","0.585","21.8","15.8","0.171","103.2","106.6","0.522","16.5","28","0.176","104.1"
"8218","201812020LAL","106.1","0.468","13.3","13.5","0.097","90.5","106.1","0.56","15.7","25","0.185","113.1"
"8219","201812020CHO","101.8","0.576","15","23.1","0.233","116.9","101.8","0.484","9.6","21.2","0.231","107"
"8220","201812020MIA","97.4","0.5","12","21.7","0.124","102.7","97.4","0.467","11.3","25.9","0.187","104.8"
"8221","201812020PHI","98.7","0.487","13.6","6.8","0.228","96.3","98.7","0.541","15.5","8.6","0.311","104.4"
"8222","201812020DAL","104.4","0.489","8.7","14.5","0.179","105.4","104.4","0.484","13.1","32.1","0.232","109.2"
"8223","201812020SAS","98.6","0.593","15.4","23.7","0.186","119.7","98.6","0.669","11.5","16.1","0.241","132.9"
"8224","201812030DET","104.2","0.547","15.3","15.8","0.2","105.5","104.2","0.362","12.8","16.4","0.16","79.6"
"8225","201812030ATL","105.5","0.665","17.9","18.8","0.232","121.3","105.5","0.517","15.2","21.4","0.2","105.2"
"8226","201812030BRK","91.3","0.455","8.5","29.8","0.216","108.4","91.3","0.444","6.2","29.3","0.091","106.2"
"8227","201812030NYK","96.3","0.549","9.3","18.2","0.098","114.2","96.3","0.478","13.5","38.8","0.233","111.1"
"8228","201812030TOR","101.4","0.511","16.7","30.6","0.169","104.6","101.4","0.523","15.6","17.1","0.138","101.6"
"8229","201812030MIN","92","0.507","19.5","19.4","0.216","98.9","92","0.506","12.9","32.5","0.244","111.9"
"8230","201812030NOP","97.9","0.639","11.1","21.9","0.277","131.7","97.9","0.603","6.4","23.8","0.163","128.6"
"8231","201812040IND","98.2","0.452","15.8","23.5","0.053","91.7","98.2","0.5","17.2","15.8","0.263","97.8"
"8232","201812040MIA","90.3","0.523","10.4","26.2","0.174","116.2","90.3","0.484","13.9","33.3","0.022","99.6"
"8233","201812040DAL","99.5","0.494","16.1","23.9","0.226","102.5","99.5","0.494","11.2","28.8","0.273","111.6"
"8234","201812040PHO","100.9","0.601","11.7","23.1","0.25","120.9","100.9","0.506","17.9","28.3","0.195","104.1"
"8235","201812040UTA","102.8","0.528","14.4","15.9","0.111","102.1","102.8","0.726","15.5","16.7","0.202","135.2"
"8236","201812050CLE","93.8","0.635","7.7","23.7","0.247","137.6","93.8","0.5","9.2","24.5","0.18","112"
"8237","201812050ORL","91.8","0.616","9.2","10.5","0.28","122.3","91.8","0.579","8.4","13.3","0.084","116.4"
"8238","201812050ATL","110.6","0.547","12.1","25.5","0.284","118.5","110.6","0.511","13.9","17.8","0.25","105.8"
"8239","201812050BRK","102.5","0.5","10.5","32.7","0.152","111.3","102.5","0.517","12.4","18.9","0.267","109.3"
"8240","201812050MEM","95.9","0.392","16.8","22.4","0.378","89.7","95.9","0.476","13.6","23.4","0.176","100.1"
"8241","201812050MIL","106.5","0.416","16.2","22.2","0.137","86.4","106.5","0.549","13.6","9.3","0.305","108"
"8242","201812050MIN","99.5","0.469","8.7","24.5","0.122","104.6","99.5","0.607","13.3","27","0.146","121.7"
"8243","201812050NOP","105.5","0.505","15.2","21.2","0.154","100.5","105.5","0.647","9.8","12.8","0.141","125.1"
"8244","201812050TOR","101.8","0.517","18.2","23.4","0.125","100.2","101.8","0.47","9.1","30.9","0.19","111"
"8245","201812050LAL","103.6","0.484","8.7","23.4","0.208","109.1","103.6","0.557","10.5","13.6","0.261","116.8"
"8246","201812060BOS","100.2","0.462","13.8","26.4","0.176","99.8","100.2","0.603","8.2","17.5","0.185","127.7"
"8247","201812060POR","99.5","0.412","14.1","20.4","0.121","86.4","99.5","0.535","14.9","30.2","0.2","108.6"
"8248","201812060UTA","99.7","0.432","19.4","28.6","0.17","91.3","99.7","0.551","10.6","29.3","0.225","118.4"
"8249","201812070CHO","95.6","0.426","7.4","36.4","0.208","112","95.6","0.459","8.1","27.1","0.395","118.3"
"8250","201812070DET","99.9","0.539","13.9","27.3","0.222","117.1","99.9","0.455","13.2","37.8","0.337","111.1"
"8251","201812070ORL","97.8","0.522","8.2","22.4","0.161","114.5","97.8","0.449","12.9","17.6","0.112","92"
"8252","201812070BRK","96.6","0.455","12.8","12","0.27","98.4","96.6","0.495","16.2","31.4","0.092","99.3"
"8253","201812070CLE","96.8","0.638","8.2","26.3","0.041","133.2","96.8","0.593","15.2","21.9","0.173","113.6"
"8254","201812070CHI","108","0.511","17.4","29.2","0.17","103.7","108","0.598","17.8","11.9","0.195","105.6"
"8255","201812070NOP","96.9","0.518","10.3","23.8","0.253","110.4","96.9","0.494","16","23.8","0.238","106.3"
"8256","201812070SAS","104.2","0.515","6.8","20.4","0.17","115.1","104.2","0.577","8.7","21.4","0.308","127.6"
"8257","201812070PHO","99.7","0.576","11.3","13.6","0.186","115.4","99.7","0.544","18.9","10.5","0.152","98.3"
"8258","201812070MIL","101.9","0.556","15.6","13.3","0.067","103.1","101.9","0.429","15","28.8","0.174","93.3"
"8259","201812080DAL","89.6","0.541","11.6","25","0.128","116","89.6","0.566","14.3","35","0.157","119.4"
"8260","201812080IND","96.5","0.472","11.9","24.5","0.133","100.5","96.5","0.478","12.9","32.6","0.207","110.9"
"8261","201812080ATL","106.6","0.418","12.4","20.8","0.175","92","106.6","0.511","15.2","19.6","0.118","99.5"
"8262","201812080CLE","88.3","0.523","7.9","17.8","0.128","114.3","88.3","0.612","7","32.4","0.079","131.3"
"8263","201812080NYK","96.7","0.551","10.8","27.9","0.17","115.8","96.7","0.518","11.1","21.4","0.217","107.5"
"8264","201812080CHI","92.3","0.656","6.6","31","0.118","144.1","92.3","0.42","14.7","16.3","0.111","83.4"
"8265","201812080MEM","95.9","0.526","15","41.3","0.093","115.7","95.9","0.44","14","19.1","0.167","91.7"
"8266","201812080POR","99.8","0.478","10.6","20.4","0.198","105.2","99.8","0.53","16.5","31.8","0.301","113.2"
"8267","201812080LAC","103.3","0.505","9.2","28","0.304","117.2","103.3","0.41","13.5","23.2","0.281","94.9"
"8268","201812090DET","98.8","0.608","16.8","21.1","0.253","117.4","98.8","0.485","8.4","30.4","0.133","109.3"
"8269","201812090TOR","94.3","0.5","10.3","20.9","0.195","110.3","94.3","0.495","10.2","23.4","0.064","105"
"8270","201812090SAS","94.8","0.488","13","20","0.165","102.3","94.8","0.556","10.4","25.6","0.124","116"
"8271","201812090NYK","102.8","0.552","10.8","15.4","0.264","115.7","102.8","0.543","15","18.2","0.065","104.1"
"8272","201812100IND","101.6","0.477","10.9","12.2","0.193","99.4","101.6","0.605","21.2","20","0.224","107.3"
"8273","201812100PHI","97.7","0.542","13.9","23.8","0.131","104.4","97.7","0.528","11.2","30.8","0.261","118.8"
"8274","201812100BOS","98.2","0.494","12","14","0.161","101.8","98.2","0.556","11.7","29.8","0.144","115.1"
"8275","201812100CHI","99.1","0.545","14.5","23.3","0.136","109","99.1","0.5","24.8","17.9","0.171","89.8"
"8276","201812100MIL","101","0.427","8.1","14.8","0.104","91.1","101","0.516","12.2","24","0.094","106.9"
"8277","201812100OKC","105.2","0.56","17.1","26.2","0.226","107.4","105.2","0.553","14.3","26.1","0.329","116"
"8278","201812100DAL","95.6","0.404","14.1","14","0.045","79.5","95.6","0.488","11.4","20.5","0.256","105.7"
"8279","201812100DEN","87.9","0.561","14.7","17.1","0.216","112.7","87.9","0.565","13","28.2","0.234","119.5"
"8280","201812100PHO","95.3","0.571","15.3","25","0.306","116.9","95.3","0.548","12.7","23.8","0.17","113.1"
"8281","201812100GSW","100.9","0.5","14.2","20.5","0.301","107.1","100.9","0.522","13.5","29.8","0.204","115"
"8282","201812100LAL","98.4","0.505","14.6","29.2","0.106","106.7","98.4","0.533","10.8","25","0.133","109.7"
"8283","201812110HOU","91.8","0.494","12.7","30.2","0.207","113.3","91.8","0.547","6.7","27.9","0.212","121"
"8284","201812110SAS","96","0.451","16.2","17.4","0.146","89.5","96","0.572","14.1","20","0.193","115.6"
"8285","201812110LAC","95.5","0.594","6.5","23.8","0.094","128.8","95.5","0.483","13.7","26.7","0.186","103.7"
"8286","201812120CHO","98.7","0.541","12.8","21.7","0.163","108.4","98.7","0.465","6.5","13.3","0.341","109.4"
"8287","201812120CLE","99.5","0.495","10.7","18.8","0.138","106.5","99.5","0.527","10.7","26.1","0.187","113.6"
"8288","201812120IND","99.3","0.478","10.9","18.4","0.11","97.7","99.3","0.538","13.8","29.2","0.165","113.8"
"8289","201812120PHI","101.4","0.608","14.7","20.6","0.5","125.3","101.4","0.615","14.8","25","0.132","122.3"
"8290","201812120WAS","98.6","0.505","10.2","29.8","0.24","119.4","98.6","0.571","12.6","18.2","0.231","114.8"
"8291","201812120MEM","98.2","0.402","13","8.7","0.149","84.5","98.2","0.463","11.5","18.4","0.195","93.7"
"8292","201812120NOP","106.3","0.557","15.4","18.8","0.195","107.2","106.3","0.485","13.4","36.2","0.247","111"
"8293","201812120DAL","101.3","0.522","17.5","33.3","0.108","105.6","101.3","0.547","13","12.5","0.427","112.5"
"8294","201812120UTA","95.6","0.455","12.9","4.3","0.182","87.9","95.6","0.632","16.6","20","0.197","116.2"
"8295","201812120SAC","100.3","0.586","9.5","29.3","0.226","129.7","100.3","0.692","9.1","25","0.256","140.6"
"8296","201812120GSW","99.6","0.533","10","22.2","0.176","113.4","99.6","0.512","17.8","11.6","0.11","93.3"
"8297","201812130HOU","94","0.6","11.6","20","0.188","118.1","94","0.582","11.6","38.5","0.318","134.1"
"8298","201812130SAS","95.8","0.417","15.2","25","0.202","90.8","95.8","0.639","10.5","21.6","0.229","130.4"
"8299","201812130ORL","95.9","0.549","18.4","2.9","0.183","94.9","95.9","0.482","14.8","22","0.22","101.1"
"8300","201812130PHO","97.9","0.429","19.9","33.3","0.282","90.9","97.9","0.457","11.5","23.5","0.163","101.1"
"8301","201812140BOS","106.5","0.512","19.3","32","0.233","101.4","106.5","0.584","16.8","31.7","0.189","121.1"
"8302","201812140CHO","100.3","0.541","8.2","17.6","0.204","113.8","100.3","0.569","13.1","19.6","0.078","112"
"8303","201812140BRK","97","0.606","8.5","10","0.1","121.7","97","0.589","8.4","29","0.31","128.9"
"8304","201812140CLE","97.4","0.489","7.8","27.5","0.234","117","97.4","0.477","13.5","25","0.218","104.7"
"8305","201812140PHI","97","0.484","6.2","25.6","0.221","116.5","97","0.46","13.8","32.1","0.227","104.1"
"8306","201812140MEM","88","0.53","15.1","36.8","0.159","113.7","88","0.47","6.9","21.7","0.229","110.3"
"8307","201812140DEN","94.7","0.45","11.2","34.5","0.189","103.5","94.7","0.572","18.2","33.3","0.169","115.1"
"8308","201812140POR","96","0.667","15.5","18.8","0.231","127.1","96","0.58","7.2","27.9","0.202","133.3"
"8309","201812140SAC","111.7","0.536","13.9","30","0.281","116.4","111.7","0.547","10.8","13.5","0.208","111.9"
"8310","201812150ORL","97.2","0.354","9","20","0.292","91.5","97.2","0.549","21.4","11.4","0.236","98.7"
"8311","201812150CHO","106","0.609","12.8","25.6","0.174","120.8","106","0.462","15.3","17.6","0.163","94.3"
"8312","201812150DET","102.3","0.463","11.9","24","0.181","101.6","102.3","0.55","15.9","23.8","0.313","110.4"
"8313","201812150MEM","88.8","0.568","12.5","17.1","0.301","118.3","88.8","0.567","14.5","16.7","0.16","109.2"
"8314","201812150SAS","91","0.465","6.8","19","0.209","107.7","91","0.486","15.1","17.9","0.301","102.2"
"8315","201812150OKC","102.1","0.593","23.5","16.2","0.2","101.9","102.1","0.517","9.9","19.1","0.189","107.8"
"8316","201812150PHO","100.2","0.443","9.5","21.6","0.146","98.8","100.2","0.506","13.2","26.8","0.178","106.8"
"8317","201812160BRK","101.2","0.635","12.7","21.6","0.224","125.4","101.2","0.648","11.3","28.6","0.341","142.2"
"8318","201812160CLE","97.7","0.621","9.1","30.8","0.165","131","97.7","0.534","11.2","14.3","0.125","107.4"
"8319","201812160IND","96.7","0.472","13.2","27.7","0.169","102.4","96.7","0.529","11.8","26.2","0.207","113.7"
"8320","201812160WAS","110.7","0.544","18.2","18.2","0.121","99.4","110.7","0.571","13.3","30","0.066","115.6"
"8321","201812160DAL","103.3","0.515","7.7","22.9","0.194","116.2","103.3","0.464","11.3","30.8","0.25","109.4"
"8322","201812160NOP","91.2","0.473","15.1","44.9","0.176","111.8","91.2","0.483","9.7","23.9","0.151","105.2"
"8323","201812160DEN","88.7","0.438","10.5","27.7","0.102","97","88.7","0.482","8","20.8","0.153","107.1"
"8324","201812170DET","97.8","0.551","9.6","12.5","0.114","109.4","97.8","0.523","14.5","23.8","0.136","106.3"
"8325","201812170NYK","104.2","0.571","6.3","10.5","0.25","122.8","104.2","0.449","9","28.6","0.212","105.6"
"8326","201812170HOU","104","0.451","19.4","26.8","0.28","93.2","104","0.442","14.6","18","0.302","98.1"
"8327","201812170MIN","106.9","0.5","13","11.3","0.167","98.2","106.9","0.552","9.2","25.6","0.271","123.5"
"8328","201812170OKC","101.2","0.494","20","28.9","0.141","94.8","101.2","0.528","15.5","37.8","0.303","119.5"
"8329","201812170SAS","95.8","0.464","9","22.6","0.051","100.2","95.8","0.615","6","12.1","0.184","128.4"
"8330","201812170GSW","99.4","0.5","15.5","5.3","0.177","93.6","99.4","0.506","9.4","13.3","0.282","110.7"
"8331","201812170LAC","100.4","0.605","9.9","17.1","0.314","130.5","100.4","0.566","9.1","22.9","0.398","126.5"
"8332","201812180IND","93.1","0.451","8.5","24","0.11","98.8","93.1","0.419","8.1","26.4","0.14","97.8"
"8333","201812180ATL","102.8","0.512","13.2","20","0.301","107","102.8","0.544","19.3","31.7","0.405","114.7"
"8334","201812180BRK","104.4","0.539","12.3","18.2","0.144","105.3","104.4","0.56","10","9.1","0.143","110.1"
"8335","201812180DEN","98.9","0.552","7.5","14.6","0.267","119.3","98.9","0.622","13.3","30.8","0.156","127.4"
"8336","201812190CHO","92.8","0.541","7.2","9.5","0.082","106.6","92.8","0.565","11.1","29.5","0.065","118.5"
"8337","201812190ORL","93.2","0.727","11.3","15.4","0.221","138.5","93.2","0.449","10.2","21.2","0.112","96.6"
"8338","201812190PHI","99.5","0.488","7.4","8.7","0.291","109.6","99.5","0.619","8.3","22.5","0.25","131.7"
"8339","201812190BOS","96.4","0.484","13.9","42.9","0.188","115.1","96.4","0.535","14.9","20.5","0.141","106.8"
"8340","201812190TOR","97.1","0.531","18.7","22","0.138","98.8","97.1","0.446","8.1","21.6","0.172","101.9"
"8341","201812190CHI","90.7","0.514","13.3","18.9","0.27","105.8","90.7","0.473","7.7","19.1","0.077","102.5"
"8342","201812190HOU","99.4","0.595","10.5","10.8","0.214","118.7","99.4","0.706","13.7","22.9","0.188","136.8"
"8343","201812190MIL","103.3","0.571","13.2","15.2","0.109","111.3","103.3","0.582","12.5","20.9","0.282","119.1"
"8344","201812190MIN","98","0.596","10.9","17.4","0.181","119.3","98","0.481","5.7","23.4","0.233","113.7"
"8345","201812190UTA","103.9","0.453","10.4","19.2","0.179","99.1","103.9","0.484","13.5","20.8","0.194","104"
"8346","201812190POR","88.6","0.481","13.9","26.2","0.218","103.9","88.6","0.54","20","32.4","0.24","111.8"
"8347","201812190SAC","109.9","0.564","13","35.3","0.167","120.1","109.9","0.489","10.8","17.2","0.237","102.8"
"8348","201812200MIA","92.7","0.463","7.8","16.3","0.28","106.8","92.7","0.435","7.7","37.7","0.215","109"
"8349","201812200LAC","97.2","0.522","9.4","35.6","0.272","124.5","97.2","0.602","11","27.5","0.301","128.6"
"8350","201812210CHO","90","0.439","13.2","27.3","0.171","95.5","90","0.52","15.5","27.5","0.267","108.9"
"8351","201812210TOR","94.1","0.53","10.4","26.2","0.28","117","94.1","0.577","7.2","31","0.231","134"
"8352","201812210BRK","92.8","0.604","10.9","16.7","0.183","122.9","92.8","0.569","18.7","32.4","0.333","114.3"
"8353","201812210NYK","100.6","0.527","13.6","32.6","0.198","113.3","100.6","0.536","11.3","9.3","0.202","106.4"
"8354","201812210BOS","99.7","0.613","17.8","28.9","0.275","120.4","99.7","0.44","4.5","17","0.297","107.4"
"8355","201812210CHI","85.8","0.372","7.7","24.1","0.186","93.2","85.8","0.473","7.5","20.9","0.253","104.9"
"8356","201812210SAS","97.9","0.434","11","18.8","0.313","100.1","97.9","0.638","14.4","26.8","0.149","126.7"
"8357","201812210POR","96.6","0.647","14","17.1","0.118","124.2","96.6","0.46","12.9","26.5","0.115","93.1"
"8358","201812210SAC","93.1","0.563","17.6","21.1","0.113","106.3","93.1","0.46","8.2","25","0.239","109.6"
"8359","201812210LAL","104.7","0.471","9.9","25.9","0.078","99.3","104.7","0.511","10.4","17","0.196","107"
"8360","201812220LAC","100.6","0.469","7.7","23.2","0.206","110.3","100.6","0.63","13.1","35.1","0.174","131.2"
"8361","201812220WAS","92.6","0.526","9.8","34.5","0.217","120.2","92.6","0.563","15.2","35.4","0.216","122.6"
"8362","201812220PHI","107.2","0.442","12.7","14","0.179","94.2","107.2","0.588","9.9","10.8","0.306","117.5"
"8363","201812220HOU","93.8","0.534","8.8","11.4","0.08","107.7","93.8","0.489","7.9","33.3","0.158","115.2"
"8364","201812220MIA","99.6","0.423","13.8","11.5","0.19","87.3","99.6","0.438","10.8","20.8","0.18","94.4"
"8365","201812220GSW","102.4","0.533","11.1","22","0.196","113.3","102.4","0.536","11","30","0.153","117.2"
"8366","201812220UTA","104.1","0.522","14.7","19","0.157","102.8","104.1","0.511","11.4","18.9","0.118","101.9"
"8367","201812230DET","101.8","0.429","13.6","29.4","0.22","96.3","101.8","0.47","14.4","11.4","0.205","93.4"
"8368","201812230IND","100.5","0.428","20.1","12.8","0.316","88.6","100.5","0.49","14.3","34","0.103","104.5"
"8369","201812230BOS","96.9","0.477","8.3","20","0.216","106.3","96.9","0.576","12.6","28.2","0.233","122.9"
"8370","201812230BRK","98.3","0.5","11.1","22.2","0.157","104.7","98.3","0.529","14.6","31.1","0.247","112.9"
"8371","201812230CLE","90","0.622","11.4","22.6","0.192","124.5","90","0.494","10.9","16.3","0.107","102.3"
"8372","201812230ORL","91","0.6","10.5","24.3","0.153","126.4","91","0.486","18.4","28.6","0.329","100"
"8373","201812230SAC","106.9","0.5","10.1","24","0.245","109.5","106.9","0.49","7.3","20.7","0.24","114.2"
"8374","201812230OKC","101.8","0.578","13.7","14.3","0.217","112","101.8","0.528","11.5","20.9","0.189","110"
"8375","201812230GSW","99.9","0.65","13.9","13.9","0.288","127.2","99.9","0.527","6","28.8","0.333","129.2"
"8376","201812230POR","101.8","0.476","7.2","14.8","0.194","104.9","101.8","0.524","7.5","14.6","0.115","107.6"
"8377","201812230LAL","93.9","0.544","8.6","20.5","0.1","114","93.9","0.56","15.9","15","0.2","105.4"
"8378","201812250NYK","103.4","0.483","7.1","12.5","0.258","105.4","103.4","0.402","11.6","25","0.175","91.8"
"8379","201812250HOU","103","0.485","12.3","32.7","0.143","105.8","103","0.526","15.4","33.3","0.113","109.7"
"8380","201812250BOS","100.9","0.495","15.4","17.6","0.25","102.3","100.9","0.481","7.2","21.7","0.157","108.6"
"8381","201812250GSW","103.6","0.629","11","16.7","0.235","122.6","103.6","0.457","11.3","14","0.172","97.5"
"8382","201812250UTA","99.6","0.444","10.7","21.6","0.191","96.4","99.6","0.633","15.4","22.5","0.145","117.5"
"8383","201812260DET","96.8","0.512","15.3","14.6","0.12","98.1","96.8","0.55","20.7","30.6","0.225","109.5"
"8384","201812260ORL","96.4","0.574","14.9","26.2","0.137","114.6","96.4","0.531","12.4","24.4","0.188","112.8"
"8385","201812260ATL","102.3","0.633","14.1","25","0.289","126.1","102.3","0.601","16.4","27.5","0.157","118.3"
"8386","201812260BRK","97.3","0.514","9.8","20.3","0.217","112.2","97.3","0.582","13.2","19.6","0.125","113.9"
"8387","201812260MIA","92.9","0.551","15.2","25.6","0.241","114","92.9","0.59","12","15.4","0.072","111.9"
"8388","201812260CHI","97.9","0.554","9.8","26.7","0.172","121.6","97.9","0.442","8.9","23.1","0.105","96"
"8389","201812260MEM","90.5","0.403","13.8","38","0.129","96.1","90.5","0.535","12.7","8.1","0.25","104.9"
"8390","201812260DAL","101.6","0.533","8.8","15.6","0.256","117.1","101.6","0.556","10.9","20","0.395","120.1"
"8391","201812260SAS","99.8","0.489","10.7","20.4","0.167","103.2","99.8","0.522","9.1","16.3","0.189","111.2"
"8392","201812260LAC","104.8","0.519","10.5","25","0.096","112.6","104.8","0.563","10.2","31.1","0.198","121.2"
"8393","201812270HOU","97.4","0.543","10.4","13.3","0.309","116","97.4","0.581","11.4","34","0.314","130.3"
"8394","201812270MIL","102.3","0.438","8.8","17.9","0.113","93.9","102.3","0.511","12.8","25","0.183","109.5"
"8395","201812270SAC","104.7","0.568","14.8","22","0.182","110.8","104.7","0.495","11.3","30.2","0.168","111.7"
"8396","201812270GSW","101.9","0.424","10.8","19.6","0.2","97.7","101.9","0.486","11.8","24.6","0.057","96.9"
"8397","201812270UTA","97.6","0.576","12.2","22","0.174","116.7","97.6","0.448","14","24","0.233","99.3"
"8398","201812280CHO","95.8","0.422","13.2","19.6","0.205","90.8","95.8","0.465","7.1","23.5","0.07","104.3"
"8399","201812280IND","99.9","0.423","18.6","30.8","0.121","88.1","99.9","0.638","11.9","20","0.161","125.2"
"8400","201812280ORL","100.6","0.358","9.4","22.2","0.2","86.4","100.6","0.522","12.7","28.9","0.204","115.3"
"8401","201812280WAS","92.9","0.519","10","17.9","0.241","108.7","92.9","0.453","11.4","17","0.176","99"
"8402","201812280MIA","93.3","0.463","13.4","20.5","0.235","100.8","93.3","0.582","6.7","23.3","0.132","126.5"
"8403","201812280MIN","100.5","0.55","17.5","35.4","0.13","110.9","100.5","0.505","10.9","28.1","0.214","108.2"
"8404","201812280NOP","94.9","0.571","14.7","27.5","0.295","118","94.9","0.479","9.3","41.7","0.229","120.2"
"8405","201812280DEN","93.5","0.494","9.3","25","0.124","105.9","93.5","0.518","17.8","38.1","0.165","109.1"
"8406","201812280PHO","103.7","0.574","13.7","28.9","0.095","113.7","103.7","0.483","14.9","15.6","0.167","98.3"
"8407","201812280LAL","109.4","0.473","10.2","14.3","0.352","107.9","109.4","0.477","14.2","14.8","0.276","97.8"
"8408","201812290MIL","103.6","0.576","12.9","12.8","0.304","111","103.6","0.599","8.8","12.5","0.146","124.5"
"8409","201812290NOP","98.5","0.531","11.4","17.8","0.272","109.6","98.5","0.495","12.3","20.5","0.141","105.6"
"8410","201812290WAS","104.3","0.594","13.7","23.3","0.211","120.8","104.3","0.586","10.4","22.5","0.226","124.6"
"8411","201812290ATL","99.8","0.5","10.9","21.7","0.271","108.3","99.8","0.49","10.7","33.3","0.153","111.3"
"8412","201812290MEM","95","0.6","16.2","20","0.2","117.9","95","0.52","15.3","21.6","0.316","108.4"
"8413","201812290UTA","100.3","0.459","13.6","15.1","0.209","96.7","100.3","0.634","14.6","35.7","0.118","128.6"
"8414","201812290PHO","96.9","0.671","19.4","28.6","0.263","125.9","96.9","0.599","11.8","28.6","0.099","121.8"
"8415","201812290POR","98.9","0.575","11.5","12.5","0.288","116.2","98.9","0.478","11.4","22.9","0.198","106.1"
"8416","201812290LAC","106.2","0.54","13","19.5","0.322","114.9","106.2","0.494","14.7","14.6","0.366","104.5"
"8417","201812300ORL","95.8","0.467","9.7","32.1","0.228","111.7","95.8","0.512","12","20.9","0.259","113.8"
"8418","201812300MIA","99.7","0.447","8.3","32.7","0.309","113.4","99.7","0.456","15.7","34.7","0.244","104.3"
"8419","201812300TOR","93.1","0.456","15.4","16.7","0.2","95.6","93.1","0.418","9.8","31.5","0.196","102"
"8420","201812300DAL","103.2","0.478","9.7","14.9","0.151","99.8","103.2","0.543","20.2","22","0.21","101.7"
"8421","201812300POR","107.3","0.396","9.3","14.8","0.198","88.6","107.3","0.663","18.3","20.6","0.229","120.3"
"8422","201812300LAL","104.6","0.553","11.5","19.1","0.095","109","104.6","0.556","11.6","25","0.122","115.7"
"8423","201812310IND","96.9","0.5","14.1","40.4","0.137","111.4","96.9","0.565","10.2","20","0.25","119.7"
"8424","201812310CHO","97.9","0.467","9.9","24.5","0.152","102.1","97.9","0.559","7.4","14.6","0.353","127.6"
"8425","201812310HOU","95.7","0.5","9.5","13.3","0.232","105.5","95.7","0.571","12.6","17.5","0.471","118.1"
"8426","201812310SAS","98.6","0.551","11","20.5","0.159","112.5","98.6","0.571","10","20.5","0.176","121.7"
"8427","201812310NOP","96.2","0.511","6.4","26.7","0.204","118.5","96.2","0.598","13.5","28.9","0.218","127.9"
"8428","201812310OKC","111.3","0.514","22.6","12.5","0.351","91.6","111.3","0.476","7.8","20","0.233","109.6"
"8429","201812310PHO","103.1","0.631","13.3","18.4","0.31","128.1","103.1","0.488","11.7","15.9","0.306","105.8"
"8430","201901010TOR","99.3","0.479","3.5","23.1","0.237","116.9","99.3","0.591","8.5","13.9","0.305","122.9"
"8431","201901010MIL","97.7","0.446","12.1","26.9","0.174","100.3","97.7","0.658","12.6","14.7","0.215","123.9"
"8432","201901010DEN","92.4","0.511","7.3","28.8","0.14","116.9","92.4","0.526","7.1","36.4","0.158","124.4"
"8433","201901010SAC","101.4","0.483","14.9","20.4","0.289","100.9","101.4","0.43","9.8","23.3","0.078","96.5"
"8434","201901010LAC","103.7","0.552","16.5","37","0.264","114.7","103.7","0.489","10.9","24","0.264","109"
"8435","201901020CHO","98.2","0.558","8.9","26.1","0.168","124.2","98.2","0.389","12.5","21.1","0.156","85.5"
"8436","201901020CLE","88.9","0.605","12.2","39.4","0.151","131.6","88.9","0.54","12.9","5.6","0.147","103.5"
"8437","201901020WAS","99.6","0.474","12.2","25.5","0.084","98.4","99.6","0.527","8.9","21.3","0.185","114.4"
"8438","201901020BRK","98.4","0.586","10.8","24.4","0.218","123","98.4","0.591","8.9","27.9","0.172","128.1"
"8439","201901020BOS","95.5","0.518","13.1","21.1","0.179","106.8","95.5","0.671","16.2","10.3","0.171","120.4"
"8440","201901020CHI","92.8","0.651","13.4","12.9","0.171","120.7","92.8","0.459","10.9","11.9","0.058","90.5"
"8441","201901020MEM","89.8","0.53","7","16.3","0.157","112.4","89.8","0.487","11.2","18.6","0.231","104.6"
"8442","201901020PHO","106.6","0.615","14.8","25","0.554","123.9","106.6","0.511","11.9","26.5","0.316","119.2"
"8443","201901020LAL","110.2","0.414","8.5","27","0.19","97.1","110.2","0.455","14.2","14.5","0.213","90.8"
"8444","201901030SAS","97.4","0.483","9.1","20","0.264","109.9","97.4","0.629","11.3","21.1","0.212","128.4"
"8445","201901030SAC","96","0.539","12","38.1","0.236","121.9","96","0.572","7.6","15.6","0.111","117.7"
"8446","201901030GSW","98.1","0.561","8.2","25.5","0.242","124.6","98.1","0.588","11.4","20.5","0.137","123.6"
"8447","201901040CLE","93.4","0.598","10.7","20","0.232","125.2","93.4","0.457","12.7","15.2","0.195","97.4"
"8448","201901040BOS","96.9","0.449","12.7","22","0.159","96","96.9","0.547","10.6","26.9","0.094","117.7"
"8449","201901040CHI","93.3","0.575","11.5","22","0.129","115.5","93.3","0.582","14.9","20.5","0.11","112.6"
"8450","201901040MEM","101.2","0.538","18.1","20","0.304","107.7","101.2","0.478","11.5","17.8","0.118","98.8"
"8451","201901040MIA","103.3","0.48","8.6","21.3","0.153","105.5","103.3","0.533","13.6","26.2","0.198","111.3"
"8452","201901040MIN","100.5","0.528","10.2","10.2","0.114","102.5","100.5","0.566","9.8","25","0.187","119.4"
